labels,A,B,C,D,E
1,0.4654049649248654,0.16857347951003976,0.4474768208951836,0.4474768208951836,2.1104507376497854
1,0.0723156210838547,0.10899478377445343,0.3690550666091221,0.3690550666091221,1.3133175708872487
1,0.2210693939593863,0.02415215572102153,0.20751291053733134,0.20751291053733134,1.2368890068300211
1,0.1804769566991526,0.44562159177929367,0.4836412220839664,0.4836412220839664,2.1407290543692774
1,0.25316516141879447,0.48608164146897015,0.4088671853116313,0.4088671853116313,2.144824675288645
1,0.3022239849681677,0.49210936714453474,0.40126911127902537,0.40126911127902537,0.14723119586122901
1,0.29958875991521416,0.4995030970635658,0.07287688853207841,0.07287688853207841,2.9586314625927392
1,0.273769381165029,0.26884279276065964,0.4078767820290114,0.4078767820290114,1.741739409343835
1,0.23906113497582654,0.16572106401892572,0.22849767521309428,0.22849767521309428,2.7753407205524274
1,0.28365561061007394,0.3055020227298936,0.4295746485549616,0.4295746485549616,2.230326177379294
1,0.18607136076334735,0.39020292265263634,0.28908251147243214,0.28908251147243214,1.807967447112544
1,0.33375140879366194,0.46358358698354957,0.3686804929043559,0.3686804929043559,1.5393472175112741
1,0.0562215127400551,0.06721739874476107,0.2060662687106385,0.2060662687106385,0.154304330983278
1,0.034490546273329425,0.35894064779252477,0.19900531659159615,0.19900531659159615,2.201483320795881
1,0.15745500441631222,0.2958093599332574,0.4115208897738464,0.4115208897738464,1.2698987882233692
1,0.4079511111445389,0.26617492028833417,0.10089959115098296,0.10089959115098296,2.106255538048937
1,0.41870903217751126,0.15683055792923262,0.1924502280728872,0.1924502280728872,0.1951103807869432
1,0.4823754457888952,0.2026292487171933,0.47672073417731403,0.47672073417731403,0.6937864769579454
1,0.43980036956474655,0.12216222397565729,0.2968889967983507,0.2968889967983507,0.9716371585051031
1,0.43333145095897235,0.26778192111529814,0.4274212711257383,0.4274212711257383,2.267922288895848
1,0.47609711757888246,0.14305610328246426,0.3131967912420719,0.3131967912420719,1.3933754764184778
1,0.38920774769318944,0.019951885129984637,0.30224447195267073,0.30224447195267073,0.667962817253893
1,0.025964237666561196,0.2505003649095015,0.4860640285415306,0.4860640285415306,2.189561480127051
1,0.4979064272941903,0.10500928199558013,0.17902006098050888,0.17902006098050888,1.3424958384824588
1,0.11586764203563521,0.024125222436071847,0.3117684494813677,0.3117684494813677,1.8759813952019422
1,0.4070001414363536,0.23591917462691486,0.14149474671148377,0.14149474671148377,0.9716821487972133
1,0.13773810127761404,0.36285574880481775,0.18129596282392052,0.18129596282392052,2.099416407661482
1,0.17662686817301038,0.12935303977195567,0.09895374861605316,0.09895374861605316,0.8564914631911857
1,0.3817695363472476,0.327877374929409,0.47227582448058036,3.4722758244805805,0.8730832583528592
1,0.41046477106596224,0.10625565309177482,0.2855702810649403,0.2855702810649403,1.1000440318585545
1,0.038293816268951675,0.23661602988509134,0.3288436421552785,0.3288436421552785,1.2960782395744344
1,0.36843174923027616,0.35884275361719997,0.3769935270376371,0.3769935270376371,0.7634392990136079
1,0.44329669736520466,0.11341007495688066,0.14150637079556072,0.14150637079556072,2.9825580379257746
1,0.08059599454878447,0.011304963252709799,0.3924116220643452,0.3924116220643452,0.6516400670427038
1,0.27682590513131833,0.1729617227495071,0.05930116433688071,0.05930116433688071,0.6757738215045551
1,0.30855412762451234,0.08608359572667068,0.2524740648569723,0.2524740648569723,2.7659675267801616
1,0.27367976127429483,0.3542097048865074,0.34300209610833643,0.34300209610833643,2.5091519743478052
1,0.30024271710689504,0.18360445945139198,0.47149757307308093,0.47149757307308093,0.9241552648295268
1,0.13654132683591735,0.23675406001361976,0.41560316271498415,0.41560316271498415,2.0959291713437125
1,0.17028812715704666,0.11967793659816378,0.0444680417996392,0.0444680417996392,2.453417474257815
1,0.027276625728046178,0.2172779307934553,0.1200979075920604,0.1200979075920604,1.7248843790821433
1,0.48663188541793284,0.42029534612411723,0.06854356825872543,0.06854356825872543,2.84978583630975
1,0.17251601873700806,0.1811125726428186,0.27511844467646074,3.275118444676461,1.997427515051645
1,0.26913085801439585,0.29587801885661386,0.10448940034780124,0.10448940034780124,1.911755400055109
1,0.1723312628904129,0.21730606762461846,0.3068531978749473,0.3068531978749473,0.4629237132305598
1,0.377666533210093,0.07661167049512335,0.11591240949019455,0.11591240949019455,0.6522223898100181
1,0.46736868101168283,0.15310628138281307,0.0930073729036594,0.0930073729036594,0.762439502285504
1,0.38191865941907455,0.39001759835103345,0.32066934001680303,0.32066934001680303,2.0829406755358324
1,0.262013215774541,0.11233291601447604,0.48392462338734893,0.48392462338734893,2.817922681491078
1,0.20796202492455834,0.005933990152840407,0.3264594387499493,0.3264594387499493,2.6915951383057295
1,0.16184906362665707,0.01131741333427394,0.3837375725885205,0.3837375725885205,0.5925728745216126
1,0.03183601816748949,0.304440038517934,0.08190417556104518,0.08190417556104518,1.8413146163589982
1,0.15653484624952474,0.03451884153458601,0.45424816873941587,0.45424816873941587,0.49341761093056113
1,0.23366484029219214,0.35447276316348686,0.39593832643049004,0.39593832643049004,1.5465121969498197
1,0.30930550726144546,0.3933206255272513,0.20819615061604463,0.20819615061604463,2.1072076338981574
1,0.3249631963258316,0.398493314359957,0.14929152646323857,0.14929152646323857,2.4465460150250022
1,0.13280687243248512,0.21627316686884718,0.10308470428261174,0.10308470428261174,1.521126823219398
1,0.33335786750323393,0.3857636594659629,0.18381419733520038,0.18381419733520038,0.4285739854919337
1,0.1686975208134412,0.2199858189318007,0.4435230991367431,0.4435230991367431,1.6302471937545744
1,0.1277528823808829,0.39111442656979095,0.15239900084282149,0.15239900084282149,0.7248230414605193
1,0.008633537070883934,0.0439585126091776,0.00946008723159586,0.00946008723159586,2.2924519298984514
1,0.3335093144766599,0.45042513549295693,0.14777497240493415,0.14777497240493415,1.3207645454215966
1,0.0062000926631509135,0.46323881665965666,0.07945614628719339,0.07945614628719339,1.036644511563568
1,0.21557794995811824,0.4227678010319085,0.05632582193839675,0.05632582193839675,1.9859000087969014
1,0.4439828096554186,0.3472136058555985,0.056658053802999486,3.0566580538029995,0.2399358406760579
1,0.1605115724330145,0.4199301489588794,0.21861075011539965,0.21861075011539965,2.222061850433483
1,0.09824617784986284,0.4237041725285618,0.12683009205237467,0.12683009205237467,1.519226384868038
1,0.22316007022348022,0.43979365922106584,0.21249224548427414,0.21249224548427414,1.334715566694808
1,0.22740304790716637,0.12223959089717568,0.26116471691871407,0.26116471691871407,2.1324770874654573
1,0.267267887022599,0.31971326179765225,0.3080660720807715,0.3080660720807715,0.4672841413247675
1,0.22391019843012666,0.19585597674580085,0.169259301038305,0.169259301038305,0.6405924827242878
1,0.09686000120915178,0.33821093610205705,0.03182005905193186,0.03182005905193186,2.6048676311811527
1,0.3991223052408921,0.3961024746981608,0.3797891238988632,0.3797891238988632,2.0314107932713816
1,0.48287767195199494,0.27733956219193734,0.4798454966843651,0.4798454966843651,0.09481580518976851
1,0.06834161485655932,0.05292851058403564,0.21981710904055451,0.21981710904055451,0.571903577291481
1,0.07737981824731316,0.1315531453346479,0.023049401122710422,0.023049401122710422,1.5511935013273044
1,0.04413982589485549,0.042479447396465475,0.38989449274269256,0.38989449274269256,0.13648310303082545
1,0.1418538270193207,0.3658183026654471,0.12609248131212608,0.12609248131212608,2.1150183687286574
1,0.29047350073988387,0.10627067237757593,0.21616361893293368,0.21616361893293368,2.392092905209879
1,0.18061302540203983,0.26596769652501856,0.24635674632637589,3.246356746326376,0.5913629891502645
1,0.19735371270933316,0.18749036041710843,0.49490064416457413,0.49490064416457413,2.938967393710005
1,0.4097036051901605,0.31100297315055747,0.27632609124166174,0.27632609124166174,2.6212837615625544
1,0.43656878590488374,0.35417917019334305,0.4754540506484553,0.4754540506484553,1.9612014924975647
1,0.0815342430479774,0.2639702347578663,0.3499520998703118,0.3499520998703118,0.32069209204038984
1,0.24307903185029983,0.26588899149625983,0.11515235190782797,0.11515235190782797,0.42400784564809413
1,0.27261299212617035,0.17658620029167543,0.07192369486333511,0.07192369486333511,2.846692077243302
1,0.4023380947217101,0.3630263934793638,0.4832880001450552,0.4832880001450552,0.6241138006060815
1,0.1662263462880899,0.3069807434056198,0.15063094202744137,0.15063094202744137,1.8898508986539386
1,0.24627029934172878,0.40154644684979274,0.3548145829669451,0.3548145829669451,1.8201099692649927
1,0.41511900057547413,0.14738524557479749,0.33749423449273275,0.33749423449273275,0.8968881667325076
1,0.3770445988276942,0.41844623221428295,0.0027877003991245153,0.0027877003991245153,2.080852145183027
